school_type, state, total_enrolments, school_sector, girls_enrolments, icsea, teaching_staff, full_time_equivalent_enrolments, language_background_other_than_english, boys_enrolments, year_range, geolocation, suburb, ogc_fid, abs_remoteness_area, calendar_year, longitude, latitude
"Primary","VIC",247,"Government",99,1098,15,247.0,3,148,"Prep-6","Inner Regional","Macedon",78293,"Inner Regional Australia","2016",144.5626788,-37.41869064
"Primary","VIC",53,"Government",26,1053,3,53.0,0,27,"Prep-6","Inner Regional","Arthurs Creek",78294,"Inner Regional Australia","2016",145.2025016,-37.57900478
"Primary","VIC",388,"Government",186,1017,28,388.0,4,202,"Prep-6","Major Cities","Rye",78295,"Major Cities of Australia","2016",144.823824,-38.373116
"Primary","VIC",24,"Government",13,982,4,24.0,0,11,"Prep-6","Inner Regional","Buxton",78296,"Inner Regional Australia","2016",145.709,-37.4214
"Primary","VIC",12,"Government",6,1041,2,12.0,8,6,"Prep-6","Inner Regional","Moonambel",78297,"Inner Regional Australia","2016",143.320743,-36.989858
"Primary","VIC",12,"Government",2,940,2,12.0,0,10,"Prep-6","Inner Regional","Baringhup",78298,"Inner Regional Australia","2016",143.967824,-36.977004
"Primary","VIC",124,"Government",61,978,10,124.0,0,63,"Prep-6","Inner Regional","Longford",78299,"Inner Regional Australia","2016",147.088411,-38.169564
"Primary","VIC",161,"Government",81,1044,13,161.0,3,80,"Prep-6","Major Cities","Harkaway",78300,"Major Cities of Australia","2016",145.345296,-38.001041
"Primary","VIC",381,"Government",198,1046,23,381.0,4,183,"Prep-6","Major Cities","Balnarring",78301,"Major Cities of Australia","2016",145.122985,-38.376257
"Primary","VIC",42,"Government",24,986,3,42.0,2,18,"Prep-6","Inner Regional","Londrigan",78302,"Inner Regional Australia","2016",146.460861,-36.328898
"Primary","VIC",185,"Government",84,976,12,185.0,6,101,"Prep-6","Inner Regional","Euroa",78303,"Inner Regional Australia","2016",145.572076,-36.755962
"Combined","VIC",99,"Government",59,978,18,97.2,10,40,"Prep-10","Outer Regional","Pyramid Hill",78304,"Outer Regional Australia","2016",144.113679,-36.04736
"Primary","VIC",234,"Government",119,992,17,233.4,3,115,"Prep-6","Inner Regional","Shepparton East",78305,"Inner Regional Australia","2016",145.479249,-36.399933
"Primary","VIC",49,"Government",22,973,5,49.0,4,27,"Prep-6","Outer Regional","Nicholson",78306,"Outer Regional Australia","2016",147.747912,-37.815776
"Primary","VIC",227,"Government",97,1041,13,227.0,1,130,"Prep-6","Inner Regional","Kialla West",78307,"Inner Regional Australia","2016",145.389455,-36.466006
"Primary","VIC",104,"Government",53,1041,10,104.0,2,51,"Prep-6","Inner Regional","Glenrowan",78309,"Inner Regional Australia","2016",146.222337,-36.460189
"Primary","VIC",528,"Government",255,985,31,528.0,3,273,"Prep-6","Inner Regional","Warrnambool",78310,"Inner Regional Australia","2016",142.482572,-38.377278
"Primary","VIC",8,"Government",4,848,3,8.0,0,4,"Prep-6","Inner Regional","Devenish",78311,"Inner Regional Australia","2016",145.894335,-36.32654
"Primary","VIC",26,"Government",14,941,1,26.0,15,12,"Prep-6","Inner Regional","Undera",78312,"Inner Regional Australia","2016",145.21893,-36.276362
"Primary","VIC",22,"Government",15,1000,2,22.0,5,7,"Prep-6","Inner Regional","Dederang",78313,"Inner Regional Australia","2016",147.015314,-36.469255
"Primary","VIC",53,"Government",20,1025,9,53.0,2,33,"Prep-6","Inner Regional","Axe Creek",78314,"Inner Regional Australia","2016",144.387727,-36.841773
"Primary","VIC",36,"Government",15,1011,3,36.0,8,21,"Prep-6","Major Cities","Silvan",78315,"Major Cities of Australia","2016",145.4224628,-37.82450788
"Primary","VIC",149,"Government",75,924,12,149.0,10,74,"Prep-6","Inner Regional","Wendouree",78316,"Inner Regional Australia","2016",143.8284199,-37.53921193
"Primary","VIC",55,"Government",21,958,5,55.0,4,34,"Prep-6","Inner Regional","Lancaster",78317,"Inner Regional Australia","2016",145.132822,-36.31325
"Primary","VIC",30,"Government",15,932,2,30.0,0,15,"Prep-6","Inner Regional","Raywood",78318,"Inner Regional Australia","2016",144.204946,-36.539577
"Primary","VIC",13,"Government",8,1039,null,13.0,15,5,"Prep-5","Inner Regional","Drummond",78319,"Inner Regional Australia","2016",144.3301844,-37.23569513
"Primary","VIC",183,"Government",88,1058,13,183.0,3,95,"Prep-6","Inner Regional","Puckapunyal",78320,"Inner Regional Australia","2016",145.033509,-37.00263
"Primary","VIC",10,"Government",4,941,2,10.0,0,6,"Prep-6","Outer Regional","Landsborough",78321,"Outer Regional Australia","2016",143.135913,-37.005861
"Primary","VIC",534,"Government",244,1059,33,534.0,8,290,"Prep-6","Major Cities","Lysterfield",78322,"Major Cities of Australia","2016",145.276229,-37.911598
"Primary","VIC",26,"Government",12,886,null,26.0,0,14,"Prep-6","Inner Regional","Winton",78323,"Inner Regional Australia","2016",146.081337,-36.51633
"Primary","VIC",32,"Government",19,1003,3,32.0,6,13,"Prep-6","Inner Regional","Merrigum",78324,"Inner Regional Australia","2016",145.12966,-36.369324
"Primary","VIC",35,"Government",11,1009,6,35.0,3,24,"Prep-6","Inner Regional","Bethanga",78325,"Inner Regional Australia","2016",147.09576,-36.120643
"Primary","VIC",147,"Government",77,1014,12,147.0,65,70,"Prep-6","Major Cities","Abbotsford",78326,"Major Cities of Australia","2016",144.9987925,-37.80906839
"Primary","VIC",254,"Government",123,1080,16,254.0,16,131,"Prep-6","Major Cities","Newtown",78327,"Major Cities of Australia","2016",144.3371322,-38.14581148
"Primary","VIC",30,"Government",14,968,5,30.0,3,16,"Prep-6","Outer Regional","Minyip",78386,"Outer Regional Australia","2016",142.584105,-36.462714
"Primary","VIC",200,"Government",103,1020,14,198.8,38,97,"Prep-6","Major Cities","Windsor",78328,"Major Cities of Australia","2016",144.9957393,-37.85718301
"Primary","VIC",333,"Government",153,1035,22,333.0,9,180,"Prep-6","Major Cities","Narre Warren North",78329,"Major Cities of Australia","2016",145.316923,-37.978585
"Primary","VIC",28,"Government",12,1004,3,28.0,7,16,"Prep-6","Outer Regional","Buchan",78330,"Outer Regional Australia","2016",148.180816,-37.497737
"Primary","VIC",61,"Government",32,983,4,61.0,7,29,"Prep-6","Inner Regional","Anakie",78331,"Inner Regional Australia","2016",144.255106,-37.912666
"Primary","VIC",219,"Government",104,980,14,219.0,1,115,"Prep-6","Major Cities","Moolap",78332,"Major Cities of Australia","2016",144.424333,-38.170652
"Primary","VIC",310,"Government",146,1147,21,310.0,33,164,"Prep-6","Major Cities","Footscray",78333,"Major Cities of Australia","2016",144.900253,-37.8064
"Primary","VIC",113,"Government",59,1080,10,113.0,4,54,"Prep-6","Inner Regional","Newham",78334,"Inner Regional Australia","2016",144.5947612,-37.31214501
"Primary","VIC",751,"Government",345,1046,46,751.0,62,406,"Prep-6","Major Cities","Mill Park",78335,"Major Cities of Australia","2016",145.077,-37.6698
"Primary","VIC",599,"Government",294,961,44,598.6,5,305,"Prep-6","Inner Regional","White Hills",78336,"Inner Regional Australia","2016",144.304152,-36.727939
"Primary","VIC",5,"Government",1,1050,2,5.0,0,4,"Prep-3","Inner Regional","Mount Egerton",78337,"Inner Regional Australia","2016",144.1021691,-37.6285209
"Primary","VIC",338,"Government",178,959,24,338.0,2,160,"Prep-6","Inner Regional","Drouin",78338,"Inner Regional Australia","2016",145.853844,-38.132857
"Primary","VIC",15,"Government",8,920,2,15.0,0,7,"Prep-5","Inner Regional","Wunghnu",78339,"Inner Regional Australia","2016",145.4306,-36.150659
"Primary","VIC",24,"Government",15,1068,3,24.0,0,9,"Prep-6","Inner Regional","Maroona",78340,"Inner Regional Australia","2016",142.858473,-37.432795
"Primary","VIC",64,"Government",25,1015,5,64.0,0,39,"Prep-6","Inner Regional","Jindivick",78341,"Inner Regional Australia","2016",145.901132,-38.027622
"Primary","VIC",14,"Government",7,1039,3,10.8,0,7,"Prep-6","Inner Regional","Talgarno",78342,"Inner Regional Australia","2016",147.159146,-36.065797
"Primary","VIC",26,"Government",12,1039,2,26.0,0,14,"Prep-6","Inner Regional","Bungaree",78343,"Inner Regional Australia","2016",144.0070955,-37.55759492
"Primary","VIC",143,"Government",51,996,11,143.0,5,92,"Prep-6","Inner Regional","Little River",78344,"Inner Regional Australia","2016",144.50037,-37.965013
"Primary","VIC",18,"Government",5,916,2,18.0,0,13,"Prep-6","Inner Regional","Cowwarr",78345,"Inner Regional Australia","2016",146.698964,-38.013698
"Primary","VIC",448,"Government",196,1023,35,447.4,33,252,"Prep-6","Major Cities","South Morang",78346,"Major Cities of Australia","2016",145.0946659,-37.65286941
"Primary","VIC",370,"Government",183,1062,29,370.0,8,187,"Prep-6","Inner Regional","Bendigo",78347,"Inner Regional Australia","2016",144.278248,-36.755761
"Primary","VIC",37,"Government",15,993,4,37.0,5,22,"Prep-6","Inner Regional","Pyalong",78348,"Inner Regional Australia","2016",144.857094,-37.117236
"Primary","VIC",156,"Government",80,984,13,155.4,1,76,"Prep-6","Inner Regional","Winchelsea",78349,"Inner Regional Australia","2016",143.9842796,-38.24449281
"Primary","VIC",159,"Government",72,1017,14,159.0,2,87,"Prep-6","Inner Regional","Buln Buln",78350,"Inner Regional Australia","2016",145.938174,-38.099354
"Primary","VIC",92,"Government",42,1009,6,92.0,12,50,"Prep-6","Inner Regional","Soldiers Hill",78351,"Inner Regional Australia","2016",143.857486,-37.55114678
"Primary","VIC",209,"Government",113,959,12,209.0,4,96,"Prep-6","Inner Regional","Elliminyt",78352,"Inner Regional Australia","2016",143.583697,-38.361351
"Primary","VIC",471,"Government",231,1049,34,471.0,13,240,"Prep-6","Major Cities","Mornington",78353,"Major Cities of Australia","2016",145.042971,-38.22150488
"Primary","VIC",286,"Government",127,991,16,286.0,2,159,"Prep-6","Inner Regional","Hamilton",78354,"Inner Regional Australia","2016",141.995148,-37.726456
"Primary","VIC",67,"Government",30,1042,7,67.0,3,37,"Prep-6","Inner Regional","Blowhard",78355,"Inner Regional Australia","2016",143.7864444,-37.42924282
"Primary","VIC",39,"Government",24,954,5,39.0,0,15,"Prep-6","Inner Regional","Creswick",78356,"Inner Regional Australia","2016",143.8908198,-37.40883711
"Primary","VIC",536,"Government",279,1018,35,536.0,6,257,"Prep-6","Inner Regional","Ballarat",78357,"Inner Regional Australia","2016",143.869785,-37.549844
"Primary","VIC",405,"Government",203,1141,26,405.0,20,202,"Prep-6","Major Cities","Brighton",78358,"Major Cities of Australia","2016",144.996,-37.9219
"Primary","VIC",240,"Government",122,1131,19,240.0,3,118,"Prep-6","Inner Regional","Castlemaine",78359,"Inner Regional Australia","2016",144.218993,-37.057835
"Primary","VIC",551,"Government",269,1048,41,550.2,5,282,"Prep-6","Major Cities","Yarrambat",78360,"Major Cities of Australia","2016",145.132562,-37.6409513
"Primary","VIC",null,"Government",null,null,null,null,null,null,null,"Inner Regional","Thoona",78361,"Inner Regional Australia","2016",146.077004,-36.338932
"Primary","VIC",132,"Government",65,969,11,132.0,4,67,"Prep-6","Outer Regional","Casterton",78362,"Outer Regional Australia","2016",141.405196,-37.586549
"Primary","VIC",104,"Government",49,930,8,104.0,2,55,"Prep-6","Inner Regional","Nathalia",78363,"Inner Regional Australia","2016",145.205888,-36.057524
"Primary","VIC",382,"Government",195,1144,27,382.0,12,187,"Prep-6","Major Cities","Newtown",78364,"Major Cities of Australia","2016",144.345381,-38.155114
"Primary","VIC",170,"Government",82,1026,13,169.4,19,88,"Prep-6","Major Cities","Greensborough",78365,"Major Cities of Australia","2016",145.099391,-37.703911
"Primary","VIC",166,"Government",79,1024,11,166.0,7,87,"Prep-6","Inner Regional","Teesdale",78366,"Inner Regional Australia","2016",144.0545752,-38.02914334
"Primary","VIC",296,"Government",145,965,22,296.0,44,151,"Prep-6","Major Cities","Cranbourne",78367,"Major Cities of Australia","2016",145.289018,-38.111648
"Primary","VIC",32,"Government",14,988,4,32.0,6,18,"Prep-6","Inner Regional","Katamatite",78368,"Inner Regional Australia","2016",145.685297,-36.077354
"Primary","VIC",32,"Government",19,1003,4,32.0,0,13,"Prep-6","Inner Regional","Buangor",78369,"Inner Regional Australia","2016",143.175019,-37.364043
"Primary","VIC",22,"Government",10,959,4,22.0,5,12,"Prep-6","Outer Regional","Leitchville",78370,"Outer Regional Australia","2016",144.302091,-35.909548
"Primary","VIC",415,"Government",185,978,26,415.0,7,230,"Prep-6","Inner Regional","Whittlesea",78371,"Inner Regional Australia","2016",145.1140469,-37.51426809
"Primary","VIC",78,"Government",33,992,6,78.0,5,45,"Prep-6","Inner Regional","Nerrina",78372,"Inner Regional Australia","2016",143.8951185,-37.54309601
"Primary","VIC",340,"Government",168,959,26,340.0,2,172,"Prep-6","Inner Regional","Ballarat",78373,"Inner Regional Australia","2016",143.8312189,-37.56601777
"Primary","VIC",170,"Government",101,949,15,170.0,5,69,"Prep-6","Inner Regional","Warragul",78374,"Inner Regional Australia","2016",145.928145,-38.156345
"Primary","VIC",130,"Government",59,1104,11,129.6,8,71,"Prep-6","Major Cities","Kangaroo Ground",78375,"Major Cities of Australia","2016",145.215321,-37.691679
"Primary","VIC",116,"Government",63,1037,9,115.4,1,53,"Prep-6","Inner Regional","Traralgon South",78376,"Inner Regional Australia","2016",146.540146,-38.297258
"Primary","VIC",48,"Government",18,959,5,48.0,4,30,"Prep-6","Outer Regional","Coleraine",78377,"Outer Regional Australia","2016",141.684038,-37.601842
"Primary","VIC",11,"Government",7,991,4,11.0,0,4,"Prep-6","Outer Regional","Lake Charm",78378,"Outer Regional Australia","2016",143.800225,-35.606642
"Primary","VIC",40,"Government",13,949,4,40.0,5,27,"Prep-6","Inner Regional","Ripplebrook",78379,"Inner Regional Australia","2016",145.758488,-38.203495
"Primary","VIC",206,"Government",100,936,15,206.0,4,106,"Prep-6","Inner Regional","Numurkah",78380,"Inner Regional Australia","2016",145.444996,-36.09024
"Primary","VIC",182,"Government",88,927,14,182.0,5,94,"Prep-6","Inner Regional","Morwell",78381,"Inner Regional Australia","2016",146.4002,-38.238892
"Primary","VIC",141,"Government",65,939,12,141.0,5,76,"Prep-6","Inner Regional","Moe",78382,"Inner Regional Australia","2016",146.264349,-38.174709
"Primary","VIC",332,"Government",164,1065,23,331.4,9,168,"Prep-6","Major Cities","South Geelong",78383,"Major Cities of Australia","2016",144.358566,-38.156945
"Combined","VIC",299,"Government",118,1057,34,299.0,4,181,"Prep-12","Inner Regional","Lorne",78384,"Inner Regional Australia","2016",143.9738904,-38.53917804
"Primary","VIC",135,"Government",69,986,11,133.3,39,66,"Prep-6","Major Cities","Bayswater",78385,"Major Cities of Australia","2016",145.259358,-37.843305
"Primary","VIC",318,"Government",162,1054,24,318.0,57,156,"Prep-6","Major Cities","Mulgrave",78387,"Major Cities of Australia","2016",145.198716,-37.933285
"Primary","VIC",159,"Government",71,1008,18,158.6,2,88,"Prep-6","Inner Regional","Yarragon",78388,"Inner Regional Australia","2016",146.0612049,-38.20946517
"Primary","VIC",51,"Government",22,924,4,51.0,2,29,"Prep-6","Inner Regional","Tyers",78389,"Inner Regional Australia","2016",146.477545,-38.149113
"Primary","VIC",393,"Government",192,999,26,393.0,3,201,"Prep-6","Inner Regional","Trafalgar",78390,"Inner Regional Australia","2016",146.15987,-38.214764
"Primary","VIC",80,"Government",39,998,7,80.0,1,41,"Prep-6","Inner Regional","Kinglake",78391,"Inner Regional Australia","2016",145.356638,-37.521567
"Primary","VIC",26,"Government",11,1001,4,26.0,4,15,"Prep-6","Inner Regional","Ellinbank",78392,"Inner Regional Australia","2016",145.935631,-38.240233
"Primary","VIC",89,"Government",40,1016,7,89.0,2,49,"Prep-6","Outer Regional","Tambo Upper",78393,"Outer Regional Australia","2016",147.845203,-37.766199
"Primary","VIC",257,"Government",131,1020,20,257.0,3,126,"Prep-6","Inner Regional","Baranduda",78394,"Inner Regional Australia","2016",146.948115,-36.180533
"Primary","VIC",19,"Government",9,null,2,19.0,0,10,"Prep-6","Inner Regional","Tungamah",78395,"Inner Regional Australia","2016",145.879472,-36.161306
"Primary","VIC",273,"Government",124,1006,21,273.0,0,149,"Prep-6","Inner Regional","Bunyip",78396,"Inner Regional Australia","2016",145.7129321,-38.09892269
"Primary","VIC",38,"Government",17,997,3,38.0,0,21,"Prep-5","Outer Regional","Gunbower",78397,"Outer Regional Australia","2016",144.372318,-35.954628
"Primary","VIC",229,"Government",123,992,14,228.6,0,106,"Prep-6","Inner Regional","Nar Nar Goon",78398,"Inner Regional Australia","2016",145.573432,-38.08269
"Primary","VIC",36,"Government",15,982,4,36.0,0,21,"Prep-6","Inner Regional","Toora",78399,"Inner Regional Australia","2016",146.328426,-38.664586
"Primary","VIC",508,"Government",226,1026,28,508.0,1,282,"Prep-6","Major Cities","Montrose",78400,"Major Cities of Australia","2016",145.344142,-37.808793
"Primary","VIC",53,"Government",28,929,7,53.0,2,25,"Prep-6","Outer Regional","Koondrook",78401,"Outer Regional Australia","2016",144.129868,-35.634872
"Primary","VIC",16,"Government",5,977,2,16.0,0,11,"Prep-6","Inner Regional","Katunga",78402,"Inner Regional Australia","2016",145.458941,-36.018383
"Primary","VIC",86,"Government",41,956,6,86.0,0,45,"Prep-6","Inner Regional","Magpie",78403,"Inner Regional Australia","2016",143.8429664,-37.61578392
"Primary","VIC",48,"Government",27,1032,8,48.0,4,21,"Prep-6","Outer Regional","Tawonga",78404,"Outer Regional Australia","2016",147.143253,-36.691398
"Primary","VIC",22,"Government",9,1010,3,22.0,9,13,"Prep-6","Inner Regional","Narracan",78405,"Inner Regional Australia","2016",146.231626,-38.261575
"Primary","VIC",189,"Government",95,972,14,189.0,2,94,"Prep-6","Inner Regional","Drouin South",78406,"Inner Regional Australia","2016",145.826818,-38.170566
"Primary","VIC",30,"Government",16,968,3,30.0,0,14,"Prep-6","Outer Regional","Eskdale",78407,"Outer Regional Australia","2016",147.2511355,-36.46531769
"Primary","VIC",142,"Government",66,1012,12,142.0,1,76,"Prep-6","Inner Regional","Darnum",78408,"Inner Regional Australia","2016",145.999698,-38.187727
